uuid,document_id,timestamp,platform,geo_location,traffic_source
c4445d4f85fcdf,25792,33213383,1,US>MI>505,1
3132fb35d23334,25792,71313315,1,US>IN>588,1
28327bdb227abc,25792,36312439,1,CA>NS,1
fffce935a8fc3d,25792,53346844,3,US>CA>803,1
d11b309a21651b,25792,46201738,1,US>PA>508,2
66ed6f82cc03db,25792,38851152,1,US>PA>508,1
75aed28fc35355,25792,70103573,3,MY>14,1
ed5b61862dc077,25792,35984077,1,US>MO>638,1
28b85b84746d81,25792,45652000,1,US>GA>524,1
b62d88e41d3e0c,25792,47936746,1,US>VA>511,3
ae7e51efb0bc27,25792,32392206,1,US>WI>617,1
b05ae3a2300ccd,25792,33488286,1,US>NY>501,1
f458cc3c88c3bf,25792,79765459,1,US>CA>807,1
bd7f52e5354787,25792,16006150,1,FR>A9,1
6c81a94db6bf12,25792,18404223,3,CN>04,1
1e68059ccf945a,25792,43680221,1,CA>BC,1
7dcfa3d423ccac,25792,38874569,1,US>PA>508,1
3ef7a9035e489a,25792,34411528,1,US>OK>671,1
b2f935b44d68c3,25792,59158205,1,IT>07,1
9ba0315d98311d,25792,40159386,1,US>WA>819,1
f7f2b4a5da256a,25792,82525701,1,MY>12,1
38d2b0884f7833,25792,48654564,1,US>AZ>753,1
efb777f18cf9f6,25792,82260379,1,US>CA>803,1
4b11f588e2cd2c,25792,3019403,1,AU>02,1
4d8d2764ae7991,25792,39219359,1,US>WA>819,1
2dbfd92d546be6,25792,31254279,3,US>RI>521,1
68c4a9b9bea1da,25792,65224433,1,US>NV>811,1
39fc35d0f04dd9,25792,55735360,1,US>MI>513,1
55a4496730477d,25792,38339160,1,US>FL>530,1
6b29cb84585e46,25792,59225870,3,US>FL>539,1
5311c05f1a9414,25792,54245889,1,US>IL>648,1
ff64d93f15e1e9,25792,22864328,1,US>TX>633,1
8e3f2515ad6160,25792,29269011,1,US>NY>501,1
8d41a9389979b8,25792,43761568,1,US>WI>702,1
58d394d3d751c3,25792,60394973,1,US>CA>825,1
bfbda35ecd5ef7,25792,34494457,1,US>RI>521,2
77e81d91d782fa,25792,28221792,1,US>NM>790,1
15bf0ef41a0a85,25792,55464076,1,US>NY>532,1
664ef56f9452bd,25792,24608748,1,MY>09,1
ebe6e61303e855,25792,50143449,1,US>CA>807,1
118002f9151036,25792,33589353,3,US>IA>637,1
d3b8c492e5c478,25792,23083694,1,PH>D8,1
fb5259e28ddc49,25792,50712402,1,US>FL>539,1
d52360c86fdbad,25792,34064287,1,US>IN>515,1
7a9014f2ded7f1,25792,67399141,1,US>CO>751,1
8c006db326eed7,25792,38573682,1,US>CA>803,1
1ee0b6b0bed518,25792,63239577,1,US>CA>807,1
766f248fa7314f,25792,36745009,3,CA>BC,1
f72c745e3423b4,25792,42315874,1,US>WI>702,1
60c0d531714e89,25792,42934252,2,US>IL>602,1
3e47ad51519ced,25792,26990080,1,CH,1
e57537e62bedf3,25792,36423156,1,US>FL>534,2
d3bb81b5edd0c0,25792,2787367,1,US>AZ>753,1
cfdf1f3003845e,25792,39950610,1,US>MD>511,1
3e53658aac2a50,25792,37228010,1,CA>QC,1
ca012c348101ff,25792,58794489,1,US>FL>534,1
feeb2f230bfeb1,25792,27148130,1,US>VA>544,1
a86a3cd4e1a96f,25792,39612667,1,US>OR>820,1
629f8a9c008526,25792,53758319,1,HU>05,1
7350a72bf388a3,25792,44902263,3,FR>B8,1
44dd509199a48d,25792,32685542,1,US>PA>504,1
c701b4ee02bfd0,25792,38371236,1,US>CA>866,1
d03c9565b48b4c,25792,49030755,1,US>NV>811,1
79452ceac30b95,25792,52109307,1,US>WI>702,2
4de934e9b6aefc,25792,55728201,3,US>MN>613,2
ae2b174e530ef3,25792,54887936,1,US>TX>623,1
17a08e5972ba3c,25792,45465843,1,US>UT>770,1
4ddfe1ad1c0bcb,25792,26690357,1,US>FL>534,1
d3b792862ea024,25792,42604656,1,US>NJ>504,1
bd9c0bb1f68120,25792,30249432,3,US>KY>529,1
529cb586f100eb,25792,8547771,1,US>IN>529,1
1663411ad0f354,25792,47917941,1,US>MI>505,2
1b07c8606f5695,25792,62695192,1,US>CT>533,1
7468d8785cdfda,25792,34861550,1,US>CA>807,2
c7fee8bb330630,25792,39669176,1,US>OH>535,1
5905034fa50369,25792,57106314,1,US>NC>518,1
c5fb736a1bbadf,25792,41513441,1,US>MO>609,1
c0ebb22c68f048,25792,34466437,1,US>CT>533,2
a680d710c59aad,25792,83966229,1,US>NY>501,1
8d1321e3f72238,25792,35954513,1,US>FL>528,1
c2166b2cc603b4,25792,36052472,1,US>VA>544,1
f85b889c015ef1,25792,56086082,1,US>UT>770,1
bb4f5d0bc72e58,25792,35575697,1,US>NY>532,1
bd3cfa5aceb30c,25792,23986228,3,US>WI>617,1
e788d661536a48,25792,36577386,1,US>MD>512,1
5d215607efabf8,25792,60665036,1,US>SD>725,2
492d68367e491d,25792,40210224,1,US>AZ>789,2
dc5f0b618e0a18,25792,62724521,1,US>NY>538,1
d606be5795810e,25792,26720336,1,US>NY>501,1
6ac04f24a43d9f,25792,73134043,1,US>VA>511,1
82a43a1382ec75,25792,35052492,1,US>CA>825,1
bd859d51fb894a,25792,45571937,3,US>CA>807,1
6367caff7c6b7d,25792,51304420,3,US>TX>623,1
5e3b6afe81fdaa,25792,44047228,1,US>IN>588,1
a4d6098ab0c471,25792,61664204,1,US>OK>671,2
6fa8ea15d87e8f,25792,6241799,3,US>TX>623,1
abf6916d9864a8,25792,41532911,1,US>PA>504,1
6b4da87eacf650,25792,56171154,1,US>AZ>789,1
6cd4ab7cb18571,25792,31902390,1,US>MA>506,1
7e5ed2fe09ecb2,25792,34683940,1,US>IN>588,1
6c37e406ae7e00,25792,55028959,1,US>OR>820,1
9168e754402a09,25792,23199371,1,US>VA>584,2
1d53a9f3b601a7,25792,62622401,1,US>VA>556,1
e6071bb4bbfdc0,25792,18780027,1,US>GA>524,1
6f678de4462280,25792,51911314,1,US>NC>518,1
21c0f56ee82133,25792,66720524,1,US>IA>637,1
a53eada7b746d8,25792,60337049,1,US>MA>506,1
77cf86b57e2691,25792,41476909,1,US>IA>679,1
aed79b7e8096f1,25792,35701860,3,US>NC>517,1
1fe4d0b53a0bd9,25792,72772590,1,US>AK>743,1
6b7baf83f3e06a,25792,47193568,1,US>MN>613,1
d6244eb75442a3,25792,48642699,1,US>CO>751,1
2b61e8d678f31d,25792,35792857,1,US>KY>541,1
eaf04f3e02eeb4,25792,59191805,3,US>MA>506,1
6ac765aeef2140,25792,21655863,1,US>TN>557,2
f91ee95baf7c07,25792,41782014,1,US>IN>602,1
136807e85c2c98,25792,34334369,1,US>NC>518,2
fd0452faff9f37,25792,49766126,1,US>CA>803,2
a17509b17de389,25792,59598323,1,US>NY>514,1
7fe2f004a79544,25792,36992224,3,US,1
62cc5bbe0bb6fd,25792,58288998,1,US>NY>501,1
5445506d21d854,25792,45229905,1,US>MO>616,1
bb4af6ef66869f,25792,38270504,1,US>IL>602,1
7baacda453f881,25792,54419738,1,US>FL>528,1
7af90cc0a854de,25792,32112286,1,US,1
5669436ecf9d33,25792,47540064,1,US>NY>538,1
ff53668e5238c8,25792,60725813,1,US>VA>584,1
946c5573f8e34e,25792,35534205,1,US>CO>751,1
cb838e39c38f11,25792,57471437,1,US>NY>501,1
e0719f13368472,25792,31551489,1,TW>03,1
a19a9c349dc79a,25792,43754202,1,US>KY>529,1
13bba2735b335a,25792,24557302,1,CA>ON,1
27986a2fa1d725,25792,72647387,1,US>CA>803,2
27d0250839e32b,25792,38403271,1,US>AK>743,1
fcd55159750b33,25792,41761125,1,US>PA>504,2
340dfc5a74ace8,25792,48626298,1,US,1
46386abaced525,25792,49493541,1,US>KY>529,1
3d4fb57be93a12,25792,68975611,1,CA>AB,1
593f28d22f91a7,25792,41971819,1,US>VA>544,1
50d8eb10b1547d,25792,15185199,1,ZA>06,1
c83efcd373dbb1,25792,35884841,1,US>TX>618,1
acf6ef53f4bb02,25792,54161809,3,DK>18,1
48d12dba0a783e,25792,37264503,1,US>NJ>501,1
c104b6bd148cd3,25792,46108980,1,US>WA>820,1
e10917ab502ee7,25792,70850499,1,US>CA>807,2
c9f55cc0a882e3,25792,82526521,3,US>NE>722,1
173632efa9bf89,25792,82549045,1,CA>ON,1
85ed3d4b06db24,25792,37574355,1,US>OR>820,1
fa4c53cd3be19e,25792,35941331,1,US>WI>617,2
8f8016832ed7e5,25792,57321034,1,US>CA>803,1
a29ee6e9ca50e4,25792,42269909,1,CA>ON,1
4db4312e84c760,25792,35262211,1,US>UT>770,2
75f00a482c7d1e,25792,34679505,1,US>DC>511,2
19597cf4298c85,25792,82718365,3,US>NC>517,1
8353797314ca68,25792,44417946,1,US>CA>803,1
671e16117beca2,25792,41412605,1,US>CA>803,1
c192f24c374e63,25792,41792760,1,US>NC>567,1
df347df7f7fef1,25792,37097988,1,US>WY>759,1
488d4cd3523327,25792,36776313,1,PA>08,2
377d6d5b7fe8b0,25792,81249326,3,US>SC>507,2
fe8527eda34ae4,25792,3027075,1,US>CA>803,1
2add72f901452e,25792,9991773,1,DK>18,1
6d4685e1d42fa4,25792,46520291,1,US>VA>573,1
8d4785bd5c1662,25792,75288730,1,MO>01,2
286999482f7687,25792,50549844,1,US>NE>722,1
c2e6a8c8a19277,25792,29116931,1,US>CA>807,2
441ef93bcc1ab5,25792,30886737,1,US>NY>501,1
fcc63f288ee2c0,25792,62729422,1,US>SD>725,1
9e3039a0bfb8f0,25792,36708798,1,CA>ON,1
b69d623386f6d4,25792,5576973,1,US>VA>511,1
604a3e90fdaed9,25792,36038319,1,US>MI>513,1
28a43f043ed247,25792,198137,1,US>VA>511,1
fcfd12cb141cc7,25792,36680467,1,US>MI>505,1
2c504d5e4a4aeb,25792,73550175,1,US>NC>517,1
e403af8fc00191,25792,59140359,1,US>NC>560,1
eaaa1eed671598,25792,58257773,3,US>VA>511,1
fd7648d471f32d,25792,25734504,3,KW>02,1
5e11b34b339705,25792,6737070,1,US>LA>716,1
d3ee8cd70890b7,25792,31301373,1,US>PA>566,1
c748c322f890ef,25792,15717141,1,US>CA>803,1
f2e8afa587d52c,25792,32796234,1,US>NY>501,1
f4d5c61e875f9f,25792,44433883,1,US>KY>529,1
8791210e636d4b,25792,50831685,1,US>MI>505,1
d3f6904fe35e4e,25792,52072940,1,US>PA>508,1
a04de00eab1623,25792,5405238,1,MY>12,1
5d7598b99327fe,25792,55574006,3,US,1
5b532e6ada029e,25792,35492247,1,US>NY>514,1
da9ff3901c4970,25792,47886786,1,US>OH>542,1
bfe8b0ed476d12,25792,31423644,1,US>DC>511,1
15764409e91d0f,25792,75167810,1,US>WI>705,2
7e51984f643923,25792,10435549,1,US>MA>506,1
fd961071e2d2d8,25792,41700161,1,US>AZ>753,1
c4867cc11859d9,25792,47395879,3,US>MD>511,1
157e888ada542c,25792,37672239,1,US>NC>567,1
4d07591f14e8e0,25792,40514041,1,US>AZ>753,1
c00fa75a9b6731,25792,34924876,1,NL>06,1
da94f562fa3b38,25792,42434684,1,US>MO>609,1
10e2b90f669b2d,25792,39299403,1,US>NJ>504,1
c1d424dcacaee1,25792,59505999,1,US>NJ>504,1
e017aaca73a83a,25792,952636,1,US>KS>605,1
122bec13f20854,25792,884716,1,US>TX>623,1
aa0b43505c581d,25792,37995066,1,US>CA>803,1
