uuid,document_id,timestamp,platform,geo_location,traffic_source
fad1a657d567fb,42744,75478339,1,US>NC>560,1
3feb4df895da88,42744,85085330,1,US>NC>560,1
9fba27e6deeb3b,42744,12059518,3,US,1
2326730904ca14,42744,43408489,2,US>NC>517,1
a7ab7ad35da050,42744,44849114,2,US>NC>560,1
5ff8b851968e90,42744,62277985,1,US,1
9ebccd56ec109d,42744,25813430,1,US>NC>560,1
db7ebad472d9dc,42744,46259153,1,US>NC>560,1
35dac7332f9f38,42744,58571424,2,US>NC>517,1
aebd0e4ea6296c,42744,22928298,2,US>NC>545,1
bf1682af665f4c,42744,55611179,2,US>NC>560,1
a9c1aaceec8f76,42744,42138273,1,US>CA>807,1
68c2259ad4d53c,42744,55202996,1,US>NC>560,1
6dde8f70b79ed6,42744,32314429,1,US>SC>570,1
20fafccd756b9a,42744,37703160,1,US>NC>560,1
243f6a1630cc25,42744,47216324,1,US>NC>560,1
b157a1dfc459c5,42744,56709615,1,US>NC>567,1
db703e81f18043,42744,51212223,1,US>NC>517,1
638ed58f5a6987,42744,40561419,1,US>CA>807,1
4601f96380fceb,42744,23910053,1,US>NC>560,1
c6781369357f9d,42744,62251202,1,US>NC>560,1
1d34daa71b71f8,42744,20963373,1,US>NC>560,1
a134a3a2ee5c05,42744,19909328,1,US>NC>560,1
858cac735f34f7,42744,68959515,2,US>NC>560,1
1ebbae941e645d,42744,37511322,3,US>NC>560,1
740385a2172dab,42744,44581249,1,US>NC>518,1
c7b196e969b303,42744,82242326,1,US>NC>560,1
1ca6c91f0975ad,42744,29145780,1,US>NC>560,1
3d3c454047e9ea,42744,47934480,2,US>NC>517,1
e0f3b681ba6606,42744,49861528,1,US>SC>546,1
c01b312fc13406,42744,48976293,1,US>NC>560,1
96167acc8441c5,42744,61617541,2,US,2
75deef99ea151d,42744,93222,1,US>NC>560,1
70b6f900dbb8df,42744,32578385,1,US>IL,1
132ae7f4aaa891,42744,58329894,1,US>NC>560,1
950df2b432bdd2,42744,77217522,1,US>NC>567,1
b5dd5e9c5b19cb,42744,51658874,1,US>NC>560,1
c0196304ac082c,42744,30974230,1,US>NC>560,1
bddd516c5a0685,42744,30847275,1,US>NC>560,1
faae2c6b706930,42744,72322427,2,US>NC>560,1
592df24450416b,42744,31376639,1,US>NC>560,1
1d5330ee464a9b,42744,557483,1,US>NC,1
ea05780054f17d,42744,19574429,1,US>NC>545,2
801c727117422f,42744,32552834,1,US>NC>560,1
8238663ec86c2f,42744,50257345,1,US>NC>560,1
4e026e296f793b,42744,14280594,1,US,1
4eb2f4be1101bf,42744,29249199,2,US>NC>560,1
fd2006d73831da,42744,33862996,1,US>NC>560,1
98bd6705045676,42744,26079444,1,US>NC>518,1
a049bda5ba463e,42744,69065562,2,US>NC>560,1
a6bb6dfe4534f4,42744,23371217,1,US>NC>560,1
7a43d4ddb4ab77,42744,47126675,2,US,1
abaa209135538d,42744,43816202,2,US,1
21a86e20d1fb73,42744,32482012,3,US>NC>550,1
29f8b56da2d8d0,42744,35439203,2,US>NC>560,1
8549d5400051b5,42744,34161946,1,US>NC>560,1
d7ad2d1c6c5397,42744,48629611,1,US>NC>560,1
e326d819202b3b,42744,41418398,3,US>NC>560,2
a864ea7cc1641f,42744,36757600,1,US>NC>560,1
62c1ed0a0ba414,42744,39597121,1,US>NC>560,1
2a4a3a307f7e88,42744,76775051,2,US>NC>560,1
e033063c6a8381,42744,57152906,1,US>TX>623,1
a823e3ccb707ba,42744,41278470,1,US>NC>550,1
5118e3850570c1,42744,53220073,1,US>NC>560,1
70072272fbb922,42744,28259569,2,US,1
2794ab208341ee,42744,70085812,2,US>NC>560,1
d9602f77a68fb8,42744,36212238,1,US>NC>560,2
2ee02405859f3a,42744,35729318,1,US>NC>560,1
ab91f5551e7417,42744,26102676,2,US>NC>560,1
21cdda0c761e15,42744,22855320,1,US>NC>560,1
6d3aa4b1f6aef4,42744,44780669,2,US,1
f8b082511cbe43,42744,49401890,3,US,2
ecb09d79738454,42744,45983799,1,US>VA>556,1
8432adcfd00835,42744,37630353,2,US>NC>517,1
c36ae39dd59679,42744,22038206,1,US>NC>560,1
830d129350853c,42744,24536594,1,US>MO,2
243da6654c4fa5,42744,30185631,1,US>NC>560,1
2a3f3bf80c16de,42744,37282160,2,US>NC>560,1
b9047ff830085c,42744,40594271,2,US>NC>560,1
c58bce03de090a,42744,32277994,1,US>NC>560,1
f6e5040cba4e06,42744,31286491,2,US>NC>517,1
65f8bad494359f,42744,46283580,1,US>NC>560,1
fb4457f2e75e66,42744,30428342,2,US,1
82a15c29f88718,42744,26241011,1,US>NC>560,1
1bbb9ef67dfd0f,42744,41467606,1,US>NC>560,1
8e7d599d21a4da,42744,80846869,3,US>NC>560,1
d6fe04c8f715f6,42744,56946438,1,US>NC>560,1
63bc154b761bd3,42744,51065143,1,US>NC>560,1
51d85c79f6c003,42744,21425545,1,US>NC>560,1
79c92d945ae0e8,42744,27628429,1,US>NC>560,1
fbd9d069534cba,42744,78400624,1,US>CA>807,1
42caa1cb3b8bdd,42744,72774102,2,US>NC>560,1
49cce60671a5c7,42744,44122317,2,US,1
1a1c5878ec3ac5,42744,34378091,1,US>NC>560,1
7c58b5a0eb7910,42744,44281830,1,US>NC>560,1
3ff4dfbd256a4a,42744,60169842,1,US>NC>560,1
c287e678036198,42744,58370818,1,US>NC>560,1
dd94b35968a1e6,42744,66086629,1,US>NC>560,1
2977dcf8c4b6b4,42744,24218744,2,US>NC>560,1
1611ba599936b0,42744,30951246,2,US>NC>560,1
f35b1859232e8b,42744,70868302,1,US>NC>560,1
5fb7d14d97a7dc,42744,62862383,1,US>NC>560,1
55233079a444ba,42744,49407880,1,US>NC>560,1
f3ad5cd8ad45c8,42744,3368749,2,US>TN>575,2
3e6afb66b6d92c,42744,28336458,1,US>NC>560,1
c4495aabc72f10,42744,38250027,1,US>NC>560,1
31d6ccab4c2f68,42744,44072,1,US>NC>560,1
b1494fb1672b2e,42744,62286808,1,US>GA>507,1
fefeaa3ea203cd,42744,25464942,1,US>NC>560,1
28975576fca00e,42744,22723979,1,US>NC>560,1
f0923eaed51fc4,42744,33319565,1,US>NC>560,2
a525eac969f7ba,42744,46554800,1,US>NC>517,1
a85c9e769d389b,42744,70642995,1,US>NC>560,1
a3b259d534a3a7,42744,20851874,1,US>NC>560,1
ef61834e8c40d9,42744,31535141,2,US>NC>517,1
b31875e2c0abc9,42744,59364612,1,US>NC>560,1
b5c6b5a9d94a5e,42744,67851392,2,US>NC>518,1
9d2607513a1503,42744,85660073,1,US>NC>560,1
8d38ce986f84a8,42744,39511298,3,US>NC>560,1
700fbeade3bbc2,42744,37959582,1,US>NC>560,1
5380f93a667c2c,42744,38007697,1,US>NC>560,1
6af6317e3242de,42744,24411540,1,US>NC>560,1
19afac1ff42ff0,42744,41919293,2,US>TN>575,1
4ac37cc4ac4232,42744,29420618,2,US>NC>517,1
1b126c8104c751,42744,41503928,1,US>NC>560,1
41c21858ee25e6,42744,82995435,1,US>NC>560,1
cf0e7ea9993b02,42744,25915485,1,US>NC>560,1
34ff7956c10801,42744,35393822,1,US>NC>567,1
784231a7de21ef,42744,28519223,3,US>NC>518,1
4e4842088e29c4,42744,48094255,1,US>NC>560,1
3480f0c81b1e02,42744,20566984,1,US>NC>560,1
86c95cdb13d726,42744,23726008,1,US>NC>560,1
cf71121b69d414,42744,80555399,3,US>NC>560,1
598e2f607a340a,42744,42615464,1,US>NC>560,1
7cf5e07e56beb8,42744,64299884,2,US>CA>803,1
454e4299762ddb,42744,44553218,2,US>NC>518,1
c1e47d2a75eab1,42744,31555575,1,US>NC>560,1
52288adb4be58e,42744,45665564,1,US>NC>560,1
1081663467ed62,42744,31590415,1,US>NC>560,1
c71daa5dd8857b,42744,21697673,1,US>NC>560,1
c245ca10d1063d,42744,48745800,1,US>NC>560,2
915f600a5d9f73,42744,14399229,3,US>NC>560,1
ddf209e7102174,42744,27012160,1,US>NC>560,2
693db2f95d9fda,42744,56246410,3,US>NC>560,1
66cc37f02780a6,42744,12446842,1,US>NC>517,1
c0808dd818730d,42744,63677475,1,US>NC>560,1
aa6506aff9c190,42744,32608774,2,US,1
fc8d9fb6858ca9,42744,28000003,1,US>NC>560,1
4ab391f5fd32a2,42744,35915833,1,US>NC>560,2
a50ceb5a3c4995,42744,32863684,1,US>NC>560,2
b6528fd04d2dea,42744,22141029,1,US>NC>560,1
5580abacec3852,42744,2572541,2,US>NC>560,1
3074f0e3317bdb,42744,17364957,3,US>NC>560,1
e1db956e8596a9,42744,70285550,1,US>NC>560,1
a9834d4573a68b,42744,73764317,1,US>NC>560,1
5601d8072a9667,42744,76863420,3,US>NC>560,1
4a2b8e24bed142,42744,24453843,2,US>NC>517,1
62642bec8ddcc9,42744,20982508,3,US>NC>560,1
5136a7635191b6,42744,29647330,1,US>NC>560,2
19b53367d10641,42744,21532231,2,US>CA>807,1
b589c57585f735,42744,32301183,1,US>NC>560,1
956e370db0030f,42744,44372684,2,US>NC>560,2
32130ce0089ba6,42744,52368767,1,US>NC>560,1
b6ea01d3a695fc,42744,59612530,1,US>NC>560,1
8f76cad7918cc2,42744,37194980,1,US>NC>560,1
cae4f85bd141e6,42744,74189751,1,US>NC>560,1
e8c206467fa33d,42744,59238799,1,US>NC>560,2
5f666f8ebc4884,42744,19459037,1,US>TX>623,1
20f54b429c04b2,42744,53552,3,US>NC>560,1
89d7bac55999dc,42744,31657061,2,US>NC>560,1
a262b81460a925,42744,53469825,1,US>NC>560,1
539f419b7391ce,42744,44075025,1,US>NC>560,1
e72f4c394505f8,42744,815063,3,US>CA>807,1
d6220fda1c6c80,42744,48002931,2,US>NY>501,2
3e3fec36693ef8,42744,26348274,1,US>MD>511,1
1ab661c198717c,42744,35051527,1,US>NC>560,1
3331cb9a450b02,42744,30962283,2,US>NC>560,1
5631cea217b814,42744,83641125,1,US>NC>560,1
9345fa673d3e3c,42744,40084085,2,US>NC>560,1
24ed23a1a72f66,42744,27268506,1,US>NC>560,1
80978b6229c151,42744,51043992,1,US>NC>560,1
c255154e4944a8,42744,38738657,2,US>NC>560,1
888fb60cf91bc0,42744,81136895,1,US>NC>560,1
1ba3be3c58dccf,42744,60938958,1,US>CA>807,1
fc3abbd4affd9e,42744,32816711,1,US>NC>560,1
7852ca32f2b14b,42744,69372477,1,US>FL>528,1
ec77d39ed11831,42744,27853395,1,US>NC>560,1
481adaff586cad,42744,52446026,1,US>NC>560,1
b6fa5029bfcfb4,42744,84485361,1,US>NC>560,1
1f8298f99c117c,42744,33665342,1,US>NC>560,1
bab5241dd791c4,42744,40149106,1,US>OH>535,2
2ef522bf46d74b,42744,27455639,2,US,1
16099b6393c19f,42744,43658996,1,US>NC>517,1
58be2484b74106,42744,46246028,2,US>NC>560,1
7d29d3959dabff,42744,43060704,1,US>NC>517,2
ef7ebe9e28051b,42744,3317403,3,US>NC>560,1
b2f7edec64b1e1,42744,57822409,1,US>NC>560,1
ac58aab51512c5,42744,28907180,1,US>OH>535,1
2a3ba7303c22c9,42744,74443114,1,US>CA>807,1
e2b44154e6835e,42744,17206961,2,US>NC>560,1
953a4ba243176e,42744,35955430,1,US>NC>560,1
6b4d6616fa7bb3,42744,28659795,3,US>NC>560,1
e18dcf0e7ce35f,42744,12347367,1,US>NC>560,1
5b0468db73d8b6,42744,35161128,1,US>NC>567,1
4897365904abbd,42744,74789682,1,US>NC>560,1
7d24d2ce6236f2,42744,62862669,1,US>NC>560,1
