uuid,document_id,timestamp,platform,geo_location,traffic_source
2e73bc809e9d50,25792,34462667,1,US>MO>616,1
3d090275405d21,25792,55330555,1,US>TX>623,1
dacdaacbdaadbf,25792,69197226,1,US>WV>598,1
22500f7764fcda,25792,44041788,1,US>IL>602,1
5cf575365df48f,25792,31655664,3,US>WI>658,1
6e125f8235c6f2,25792,52390524,1,HR,1
33a82df563d791,25792,76576816,3,US>UT>770,2
a68a39ba95f509,25792,38552428,1,US>CA>807,1
57d8fdf9f50770,25792,28439472,1,US>CT>533,1
4338a60a7ccbdb,25792,80855492,1,AU>04,1
2a7d2a5816a2bf,25792,29786810,1,US>NY>501,1
c2f18784a967ed,25792,31144792,1,US>VT>523,1
ab31a08845cf00,25792,50076500,1,US>FL>539,2
9cb1a14cc0c1b3,25792,58842922,1,CA>QC,2
47c350f3efb8fe,25792,46015341,1,US>WI>669,1
3f97ccba76beb2,25792,85970443,3,US>OK>650,1
753c7d92c3e0da,25792,43343197,1,US>WI>617,1
dca797c2785c72,25792,18674941,3,US>KY>541,1
6ae2884c48566a,25792,22721925,1,US>ME>500,1
b227e7a4815842,25792,516951,1,US>SC>567,1
f6c4540e0895ff,25792,68443047,3,US>OH>510,2
53506871d710c4,25792,33783041,1,US>WI>658,1
6de1e31f3af450,25792,41935426,1,CA>QC,1
fe6fc181607422,25792,38133194,1,US>VA>556,1
1ae927ba1a3444,25792,58779983,1,US>DC>511,1
f4396bf13dd21e,25792,37596383,1,US>CA>807,1
772b370ffb3c9f,25792,83938229,1,US>IA>637,2
254eedfa10db47,25792,40208853,1,CH>15,1
8887959a35f273,25792,61012011,1,US>MI>540,1
15628ecd4109d2,25792,39060093,1,US>TX>623,1
c4a178f88b33f4,25792,42278444,1,US>CA>803,1
9e4a88e89cdaf7,25792,26716024,1,US>MI>505,1
354b159c3b7f75,25792,48262637,1,US>MI>505,1
553f217ef0a60e,25792,32006992,1,US>IL>675,1
3948fd48f60e68,25792,40712801,1,US>SC>517,1
7c1a7b5993f019,25792,53679184,1,US>NY>501,1
2a54a2f37b774f,25792,16983327,1,US>VA>511,1
ca7caeab1caa6c,25792,83336492,1,US>OR>801,1
1a471d31d710b0,25792,29774751,1,US>CT>533,1
fcba4347cefbe1,25792,60408895,3,US>TN>557,1
cfa0c5b734e55d,25792,61669297,3,US>IL>602,1
26b98815285b55,25792,56226299,1,US>FL>548,1
4041876f3cbd53,25792,81341536,1,US>NJ>501,1
3eafdbca724ba6,25792,46457639,1,US>WI>669,1
384e7bd951bed8,25792,56260533,1,US>ME>500,2
37ed4e35d22fef,25792,41690407,1,US>NC>560,1
2cd331adef5d06,25792,45076949,3,US>OH>510,1
1e727b63f19693,25792,41155556,1,US>CO>751,1
f9d769015a8e33,25792,60815613,1,US>NY>501,1
161135b8b07f9f,25792,24539518,3,SE,1
d0c140f3d45b0d,25792,34949477,1,US>CO>751,1
d863548747a746,25792,44867600,1,BR>07,1
d235d08d7b0a86,25792,38371322,1,US>MI,1
84f54d6d204149,25792,63477151,1,US>CA>803,2
53912e9735b660,25792,72317161,3,US>MN>613,1
8e42d8f607ffd5,25792,42031739,1,ES>56,1
bdd0a441dd5d77,25792,41354277,1,US>SC>546,1
977aff61c25f90,25792,79879994,1,US>TN>557,1
7a7d4194f636f8,25792,62407406,3,US>IN>602,1
f351e6ee8b7b5e,25792,43019148,1,US>NE>652,1
538130240f6028,25792,45809257,1,US>NC>517,1
ba05e64dc6c900,25792,26907808,1,US>MI>505,1
3fe788e3898bfc,25792,9001454,1,US>CA>807,1
ef88c6eee39499,25792,31591974,1,US>MN>613,1
8e539043a650b6,25792,29201426,3,US>GA>524,1
4101c523e2fed9,25792,47964341,1,US>FL>539,1
c9b1603a580be1,25792,34355579,1,US>IN>527,1
f9e2ba04578092,25792,65932012,1,US>TX>692,1
fb8d57645bc99d,25792,59280103,1,US>FL>534,3
7cea3b241f1e2e,25792,50249644,1,US>NY>501,1
7bf55fdc2e077d,25792,63113101,1,AU>02,1
20fce3353c38de,25792,78950337,3,US>MN>613,1
fc17ed51aaec9c,25792,43273888,1,US>GA>524,1
50109d10d62d43,25792,31940352,1,US>CA>803,1
b4674c89efa2a0,25792,35109124,1,US>TX>618,1
df405641cea85a,25792,85631341,1,US>WA>820,3
848c0b9f160e5d,25792,64456199,1,US>NC>560,1
2577c7991e969b,25792,57006962,1,US>CA>807,1
8951107e760611,25792,35364177,1,US>FL>548,1
b9f73f003d0ce3,25792,53497546,3,US>IL>610,1
7796b6de233914,25792,53814633,1,US>TX>623,2
51518eaf9f4fc3,25792,40158295,1,KR,1
5d5271d71c51af,25792,73248445,1,US>TN>575,1
a37025459b2f47,25792,78109720,1,US>KY>529,1
5ba4bb9c2f635d,25792,30355334,1,US>NY>501,1
a301d3bfaf3075,25792,34507134,1,US>MD>512,1
94e5c6ce2268e6,25792,34513107,1,US>FL>534,1
bc51ed0d7d3057,25792,17243527,1,IN>19,1
955c06de9ea00b,25792,35413281,3,EG,1
d3b617350c8d46,25792,42304789,1,US>IA>679,1
169a55979ff63b,25792,63468013,1,US>WA>819,1
ef35943a5151d0,25792,39174136,1,US>DC>511,2
d618500afdae5d,25792,68347949,1,US>PA>504,1
d79f49150bb35a,25792,55556132,2,SE>26,1
29d0814015b06b,25792,47830202,1,US>CA>807,1
2ed42ccfbbec6c,25792,34259375,3,US>KY>736,1
19840b37309541,25792,57726489,1,US>CA>807,1
aec4fc06dcf4cf,25792,39710700,1,US>OH>510,1
a19cc29b07dd9c,25792,32126955,1,AU>02,1
4bacf1e06310d7,25792,60670282,1,US>VA>556,1
c75c7c36548550,25792,23709976,1,US>NH>506,1
b8fd1059615c36,25792,46460843,1,US>SC>517,2
372ddae3a0cc30,25792,7100355,3,TW>03,1
e280c3974d8ce9,25792,29197632,1,US>CO>751,1
4a75fe0e9f877d,25792,31912689,1,US>PA>508,1
df9feef44f5f40,25792,59686168,1,US>IL>602,1
521e6b8fd3e1a1,25792,44165462,1,US>FL>539,1
5531ba966cd28b,25792,55291267,1,US>PA>504,2
af5e315ddc9832,25792,65586861,1,GB>H9,1
dadadfbddeaf01,25792,58329438,1,US>CA>803,1
237b4bc7a81cb7,25792,49266906,1,US>MA>506,2
a147e05aee116f,25792,47977008,1,US>CA>803,2
48edfe1640056c,25792,52089124,1,US>MI,1
9d82e7a41e431a,25792,61672536,1,US>FL>571,1
a1c4c595007d99,25792,59175080,1,US>GA>522,1
c7dfe8d65c930b,25792,50554485,1,US>NJ>501,1
50dbd6e4794e1a,25792,48450437,1,US>MI>563,1
11a6404638f3e3,25792,60194225,1,US>CA>803,2
ad179d16a5668d,25792,74384814,3,US>ND>724,2
d4947e6f0cbc05,25792,77799091,1,US>PA>504,1
822f4ccfb790fc,25792,53020225,1,US>VA>511,1
8874b8790d7867,25792,49395497,3,US>PA>504,2
f30fb8e1df3d79,25792,36912229,1,US>ME>500,2
c684acb0e97cea,25792,40672391,1,US>WI>617,2
8f0268e5ed19c0,25792,42435297,1,US>CA>862,1
55f1425a416be2,25792,49528345,1,CA>ON,1
fcc6f41dfd895b,25792,70787530,1,US>MO>609,2
7d2709c5c791ef,25792,39970085,1,US>MA>532,1
23c3d10bb61f6b,25792,42950510,3,US>CA>807,1
e9664c6c54438b,25792,55975536,1,US>SC>567,1
b566396990cfa5,25792,47823730,3,US>CT>533,2
a573722b916e3e,25792,60339813,1,US>TX,2
cce60092747261,25792,41720722,1,US>RI>521,1
446dabd4a30641,25792,32721005,3,US>ME>500,2
a52d0b0df50a39,25792,44120961,3,US>IA>679,1
d55411d738430a,25792,55722561,1,US>IL>602,1
d5c98a72ca3eb0,25792,60107849,3,US>VA>511,2
5043c82a6ef1c3,25792,40262389,1,US>VA>511,1
ae892c17315c80,25792,63477301,1,US>NC>550,2
65ec8fe151d15f,25792,44961684,1,US>MA>543,1
af0bb5f086a007,25792,44218168,3,US>NY>555,2
29cacee5cd0c05,25792,47892848,3,US>MI>551,1
9b9c5562ee01d0,25792,42343197,1,SG>00,1
8da7e96bfccd09,25792,16685122,1,NG>05,1
984988b11d5d1d,25792,53366742,1,US>WA>819,2
69a4c394d3e103,25792,10198401,1,US>FL>534,1
c6e1ffce9b46f9,25792,12644415,1,US>CA>803,1
d37e208219153f,25792,44527585,1,TH>40,1
dd4f29aedd07e1,25792,50474823,1,US>WY>759,1
886a05cb93c670,25792,31374320,1,US>MA>506,1
a8635f4248852d,25792,74833003,1,US>TX>600,2
ddd1793e9b7fe3,25792,50390918,1,US>MO>609,2
73475d286d884b,25792,66851956,1,US,1
425fe57d664751,25792,69102995,1,US>DC>511,1
65425536f86120,25792,85991500,1,US>CA>807,1
feb4a4874d5a58,25792,59526920,1,US>CA>803,1
890a7729979bac,25792,7810318,1,AU>07,1
875f598b3a01df,25792,57116738,1,US>TX>636,1
71a0c347bf56db,25792,27378033,1,IT>12,1
9fe52d47f4c676,25792,21934569,1,US>PA>566,1
e8f3fd60641f68,25792,51000320,1,US>CT>533,1
2e7adda7093ee2,25792,39643290,1,CA>AB,1
c834b6a3e06e7c,25792,30853494,1,US>KS>678,1
a9d8c8c436be9e,25792,37740532,1,US>CA>807,1
d7894361354244,25792,38573492,1,US>VA,1
de80a89f60275b,25792,42429267,1,US>NE>652,1
38cb6010bdcd52,25792,60852942,1,US>AL>698,1
8374cb662b4342,25792,59934848,1,US>FL>548,1
71f0c44f77d436,25792,50996381,1,US>WA>820,1
ad012649a763d5,25792,78779907,1,US>NJ>501,1
4d028c6073c2be,25792,57852225,1,US>IN>582,1
1d4fbbe7e8acda,25792,30563058,1,US>NE>678,2
88596ea69f240f,25792,47051421,1,US>CT>501,1
966072fe53f6e1,25792,37489877,1,US>OH>510,1
104ef780caa44d,25792,29736985,1,US>AR>670,1
c3d5f59b9840bb,25792,62639247,1,US>TX>623,2
b6e99b4afa1441,25792,44551640,1,US>SC>567,1
88976a1f2e5ffb,25792,44429589,1,US>MA>506,1
d0285abde9c5dc,25792,41988420,1,US>CT>501,1
72354309d5da79,25792,5795350,1,US>NJ>501,1
4a7c5572ffbf9f,25792,55935630,1,US>FL>656,1
c013232eee5954,25792,12825691,1,ZA>06,1
5f81db9c57cb5c,25792,43744150,1,US>OH>510,1
2f3126eac665c0,25792,77380984,1,US>WV>598,1
1da78180fbb882,25792,45381420,1,US>MI>505,2
ab2a5638d9374b,25792,55848931,1,US>IN>509,1
da91f5cd2c91be,25792,40223614,1,US>CA>803,1
87bbf34d9071bc,25792,36470088,1,US>NC>567,1
49b73d2ea6f32f,25792,70482254,1,CA>QC,1
62c7c239582e3c,25792,43815133,1,GB>H9,1
770e730bba6f29,25792,41341675,1,US>ME>500,1
30884d7d6de857,25792,63753472,1,US>PA>502,1
d331af4466dc56,25792,4708372,1,US>IL>602,1
97cfaad7ca7e9f,25792,77213219,1,AU>02,1
d186af66ddbeb3,25792,44037116,1,US>NJ>504,1
3675882309bd85,25792,34185089,1,US>NY>501,1
ae4e18e76c6c0d,25792,25410212,1,US>GA>524,1
54f694b001f60c,25792,62353133,1,US>PA>504,1
eb9bb5539b7ead,25792,42728336,1,US>CA>803,1
ac9c4d0b6ca1d8,25792,40049532,1,US>OR>820,1
f54686c088566d,25792,35951009,1,US,1
4ff9d06ec44135,25792,35357088,1,US>TX>651,1
37aebc86154e40,25792,31923856,1,US>NY>555,1
f4c9332bfdb890,25792,46098634,1,US>CA>807,2
627634952d89c1,25792,54329772,1,US>TX>623,1
344d63ae124184,25792,48308072,1,US>MO>604,1
f07c0780e97820,25792,28280019,1,US>IL>648,1
6eb830ea055ae9,25792,311956,1,US>CA>803,1
50068fdda68504,25792,49667116,1,US>CA>862,1
aa008696c0a565,25792,71489288,1,CA>QC,1
493acdfc65a26a,25792,35012220,1,US>VA>511,1
9c7fa3097093ca,25792,63070225,1,US>AZ>753,1
8ac2dd8918e45b,25792,40303089,1,US>TX>618,2
4990f12299ecef,25792,35480746,1,US>FL>534,1
b7fd6428d7a4f3,25792,39959243,1,US>IL>602,1
