uuid,document_id,timestamp,platform,geo_location,traffic_source
bf0d6ea43ebf31,25792,72899634,1,US>ND>687,1
9b8b3b5ee530a5,25792,4896285,1,US>VA>511,1
ba6a86b4a39f57,25792,59578174,1,US>WV>554,1
f6d3682de070ea,25792,45140124,1,US>CA>803,1
7747da8b7317dd,25792,43967997,1,US>PA>566,1
3cd660b7630e16,25792,76087480,1,MO>01,1
a13beecb1586f4,25792,58303574,1,US>TX>641,1
2a805573fbdc37,25792,23716879,1,US>TX>623,1
83f03b3b8a064d,25792,38140296,1,US>OH>510,1
2249bb2662c056,25792,44403697,1,US>MI>588,1
82fa2902e7333a,25792,55077941,1,US>NY>523,1
a2c22258821cd2,25792,47121646,3,US>NJ>501,2
b6c25085084226,25792,23752986,1,ZA,2
e4c5e4a8075ee4,25792,28372147,1,US>KS>678,1
50f313fa24b910,25792,16265965,1,MY>09,1
568076ee5357f9,25792,36009257,1,US>CA>803,1
774190104bbc07,25792,34346011,1,US>CT>533,2
20c432970ff943,25792,34463825,1,US>NC>518,1
4ebeafc11aaf94,25792,79228367,1,US>CO>752,1
3377c2556626a1,25792,28116349,2,CA>ON,1
9c13cc24a56578,25792,50213457,1,US>CA>862,1
35ecdc51109166,25792,70782680,1,US>AZ>753,2
9230e436e29d92,25792,60673519,1,US>AL>686,1
6c4df85b6f1dea,25792,46938262,1,US>MD>511,2
7670ab1d214a83,25792,34346177,1,US>GA>524,1
abc4bb8634902e,25792,40702188,3,SI>61,1
bc3b44746fd083,25792,36192431,1,US>NJ>501,2
4d87d2e91d9923,25792,54328236,3,US>FL>548,1
3f1d331e306059,25792,45233226,1,US>WA>819,1
cad81d54b6212a,25792,58211817,1,US>MA>506,2
318be2b0b2c5e9,25792,52006985,1,US>MA>506,1
e2003abe0739d5,25792,36294734,3,SG>00,1
c81d3d777ae25c,25792,9813744,1,IT>09,1
77beb488736a3a,25792,59164882,3,US>PA>504,2
4ec3726e0596d4,25792,60869638,1,US>VA>511,2
c7207ad84e97a5,25792,47826945,1,US>CT>533,1
1d21fb22f8811f,25792,39716757,3,US>NJ>501,1
7c7ab8314ba9ce,25792,37520735,3,US>RI>521,1
7d7788ed8c8beb,25792,47604531,1,DE>07,1
4b951c8bd6d10d,25792,63166149,1,US>MD>511,1
3a4ae4192a3fe8,25792,32475348,1,FR>A8,1
be74bda222dd1f,25792,58355307,3,US>MT>687,2
452ff6a6f735b4,25792,52074041,1,US>KS>616,1
f6195cf043458a,25792,41026933,1,US>NC>560,1
e075e28b30e4d5,25792,47825071,1,US>CA>825,1
c6ade1e7c68803,25792,78518799,3,US>IL>602,2
