uuid,document_id,timestamp,platform,geo_location,traffic_source
a7be04bce2c375,25792,44689595,1,US>DC>511,1
c133ff121d8e71,25792,66612078,1,CA>ON,1
21cb82baa853d0,25792,60015959,1,US>FL>561,2
30e07550510497,25792,56277726,1,US>NV>839,2
1e06b7c73e68bc,25792,66393041,3,US>FL>548,1
32c91bcbe89639,25792,66200515,1,US>MN>613,1
5ebc4b1cf59e7d,25792,73737734,1,US>OH>535,1
5111e5ed42de26,25792,39483650,1,US>NV>839,1
4050a49d46880b,25792,39874289,3,US>AL>630,1
43ed8f64816c8e,25792,37025412,1,US>CA>803,1
2b49afb631f52e,25792,30302925,1,US>WI>617,1
c5e826d3a02a6b,25792,44677735,1,US>CA>803,1
2df1e804284386,25792,38984340,1,US>CO>751,1
af8aabb0df741a,25792,48213493,1,US>MD>512,1
bd4483baa3e197,25792,42245113,1,US>WA>819,1
ebb4ced4ad1c11,25792,65011851,1,US>TX>618,1
61069438eff47a,25792,62161165,3,IT>16,1
3e388b923247b3,25792,48444058,1,BG>42,1
3d3b241f2dbf48,25792,35250852,1,US>SC>567,1
4b6e8d5b31fbfd,25792,61340480,1,US>MO>609,1
a3e1801b779e4c,25792,44611206,1,US>NY>538,1
faea2fe70c486a,25792,27449504,1,NP>00,2
b9b3d42fb87baa,25792,48004666,1,US>PA>508,2
366b769edd556f,25792,62666424,1,US>KY>541,1
426c68591120ad,25792,31315754,1,US>NC>560,1
e13e0675fef115,25792,34794058,1,US>TX>623,1
a571d22b079236,25792,83593605,3,US>CA>803,1
ace8598e1a9439,25792,61373464,1,US>MA>506,1
9690425c305338,25792,53105889,1,IN>28,1
eaaecbe0e332c3,25792,44657604,1,IT>15,1
4a07c1cae047db,25792,30539141,1,CL>12,1
45115e51f129c8,25792,71221253,1,US>IN>527,1
250f43cf3d20b7,25792,52487294,3,US>NE>722,2
a630fc46a9481a,25792,45095258,1,US>OH>515,1
a2c3932b1706cc,25792,45760916,1,US>AZ>753,1
3c37a5bd0cffaf,25792,29798395,1,US>CA>807,1
b08151e8c83229,25792,49771689,1,US>MN>613,1
770458b8a76c4b,25792,33302501,3,US>TX>623,2
e02231ff82366a,25792,28796194,1,US>MA>532,1
7cf4249c017820,25792,84688807,1,US>CA>825,1
1ac0b25b66bb9a,25792,35961379,1,US>TX>641,1
b986df35a1ad2d,25792,79378874,1,US>NY>501,1
90bef95db4b3a5,25792,41967029,1,RS>00,1
dc70d8b4368d43,25792,45668221,1,US>CA>803,2
7f56bf298f51f1,25792,41705831,1,US>OH>510,1
2345e1a4ed9a81,25792,46561626,1,US>VA>511,1
492d1121258aea,25792,26933462,1,US,1
fed2d2f5ff1d87,25792,48761783,1,US>MA>506,1
befe1bbd936578,25792,30392058,3,US>CT>533,1
d60550f5a61c4c,25792,68509324,1,US>CA>803,1
5bfc697e720ff6,25792,36373039,1,US>FL>539,1
e74259ecb2a4e1,25792,76582961,1,US>MN>613,1
820c0b73e75fab,25792,75691147,1,US>TX>635,1
571382f0e4e6bf,25792,33870049,1,HK>00,1
1459b22d7aec13,25792,42124116,1,US>OR>820,2
a3206cf225d23a,25792,61647842,1,US>ME>500,1
c64c9ba07d9494,25792,36510933,1,US>FL>539,1
9d2dfeec4ae909,25792,33138853,1,US>TN>575,1
5c0cc0da51b598,25792,29380030,1,US>MA>506,1
eff50bf8945737,25792,28749678,1,CA>ON,2
f3ad07ecdd431e,25792,39974866,1,US>VA>531,1
fc65f29cb83a92,25792,18667808,3,DE>02,1
f160b83baf9e6e,25792,42103481,1,US>FL>571,1
6bc24d6ec1511d,25792,58323685,1,US>PA>504,1
92cadcfa9783cd,25792,46841563,1,US>ID>881,1
2d67d0faf66eed,25792,31482435,2,US>WA>819,1
af18a72991efd5,25792,27583537,1,US>IA>682,1
e49f06d144b4f9,25792,63211449,1,US>MA>506,1
6b12335ee6c43e,25792,35022450,1,US>NY>514,1
dc17b9b6514029,25792,43476863,1,US>WI>705,1
914e3354daa355,25792,37558239,1,US>OH>510,1
7f88be1985e4df,25792,29440976,1,HK>00,1
e5dc92d0adebb2,25792,39466011,1,US>CA>803,1
b23c3a4ac16178,25792,31287182,1,TH>40,1
a4ae1c46a2b654,25792,26313955,1,US>NY>501,1
e9a9531a8c1e0d,25792,52126218,1,IL>05,1
9f385d94e25da9,25792,38459503,1,US>CA>807,1
c69c32a28433a2,25792,71585260,3,ID>08,1
6a85b236d707dc,25792,45403465,1,US>CT>533,1
59fd4d9bbf2e6e,25792,52626347,1,US>IL>602,1
9118f6d48e6b3b,25792,34215336,1,US>FL>548,1
2a2933993df564,25792,31903865,3,US>NJ>504,1
f217f4c252a898,25792,68551770,3,IT>04,1
31526234eedb9e,25792,85639494,1,US>KS>605,1
52b90be1715a9a,25792,57303516,1,US>AZ>753,1
bab71bd3197d4c,25792,40279276,1,US>CA>825,1
3a97dae1093748,25792,65126112,1,US>MN>611,1
2ab1dfefdd2255,25792,58176586,1,US>CA>862,1
a86e7b2e6ac8d6,25792,17758244,1,US>SC>567,2
58ddf1f918e227,25792,76366648,1,US>CA>803,1
57cb71282c953f,25792,45494859,1,US>NJ>501,1
f5b18075ec99ff,25792,1086476,1,TR>68,2
b5a55120628591,25792,58090288,1,US>FL>571,2
b653780c3b7be2,25792,2581564,1,US>TX>635,2
21edd26077d4d7,25792,52594119,1,US>TN>659,1
423b513ded38cc,25792,68183177,1,CA>ON,1
1277a510daa12a,25792,32680334,1,CA>ON,1
362865878a57c8,25792,61563459,1,US>OK>671,1
2006f7d8f6b813,25792,70487124,2,US,1
6ae730ba21022b,25792,34813045,1,US>NJ>504,1
1d311da3bd53a0,25792,79547230,1,MX>14,1
2ee2f8a8d68148,25792,38835278,1,US>MA>506,1
c4938e33ed9452,25792,54827123,3,US>ME>500,1
278bb6a6e1aa0c,25792,10816872,1,DK>21,1
4d74075c594cf0,25792,40883532,1,US>MD>511,1
6a06f15287069a,25792,11575078,1,TH>02,1
2d6624755598da,25792,41050252,1,VN>44,1
65323db262f3ac,25792,33136550,1,US>GA>524,1
a2b8b9782a1dd7,25792,50384827,1,US>LA>622,1
d05e6d8ec37479,25792,50575577,1,US>NV>839,2
b09caacae1050e,25792,36980434,1,ZA>11,1
289ce115fc240e,25792,58188087,3,US>NY>514,1
c6c1864dda1e23,25792,44060436,1,US>TX>618,1
e291659edbb7dd,25792,72818469,3,US>MO,2
8ba3595737e7ff,25792,35602682,1,US>AL>630,1
caf1977a737f58,25792,59006748,1,US>NY>538,1
7db879249dc560,25792,48149348,1,US>IN>649,2
4952260ce811f6,25792,37857348,1,US>AZ>753,1
85b190e1b51a3a,25792,38308102,3,US>TX>635,1
69882905502733,25792,32381507,1,US>CA>807,1
bbc08fb131bceb,25792,54605923,1,US>LA>643,1
e93edccb8c0020,25792,43855854,1,US>CA,1
1488c47e3ee037,25792,37192008,1,US>CA>825,1
20fece298ed18f,25792,59474213,1,US>TX>623,2
50372214fb9441,25792,69437179,1,US>NY>501,2
4cbb122c8bf0de,25792,52024697,1,US>NY>501,1
f88ab6cf65f54b,25792,40054548,1,US>SC>567,1
e40c66bfd5a897,25792,41623509,1,US,1
eea0a78bbbe209,25792,61094706,1,US>CA>803,1
239038088aa18a,25792,54670207,1,US>NC>560,2
ad5acfb3adc056,25792,45756463,1,US>PA>508,1
4111a163a12f3d,25792,30516204,1,US>MD>512,1
36ea3262673320,25792,85386310,3,US>CO>751,2
4ff01370bdc5b7,25792,68695,1,US>CA>803,1
fbc0ebd53a1b77,25792,42672523,3,US>CA,1
5123d5c9dd3218,25792,34234938,1,US>TX>633,1
fa065fa4db0bcc,25792,35820559,1,US>NV>811,2
7e886fc4b435e5,25792,41743123,1,US>GA>524,1
8cbccfcaad8773,25792,37003766,1,US>VA>556,1
598d7c50e28d87,25792,27434476,1,US>PA>504,1
58894d9aa2326d,25792,61172723,1,US>ME>500,1
bf3a4cde9ea0bb,25792,7424106,1,US>NV>839,1
6647ec93d47c70,25792,64165969,1,US>TX>618,1
f27ce40cddb915,25792,48007197,1,US>TX,2
5b85900a3631db,25792,40096905,1,US>PA>508,1
e9acda1e9cac97,25792,47201202,1,CA>QC,1
e36cf2aa0269c7,25792,39983943,1,US>OR>820,1
3c9dd1a4d056e6,25792,64467742,1,US>CA>807,1
b35fcc12217e87,25792,23668903,1,NL>15,1
a1501e94e31d49,25792,35316562,1,US>LA>716,1
ace8bfc6b99fd6,25792,55126190,3,US>TX>618,1
690c248a8e4809,25792,34597372,1,US>CA>803,1
262e583556a63f,25792,8081226,3,AU>02,1
9ed6061c1ca4f4,25792,42138364,1,US>NY>501,1
f51e8744737425,25792,43751046,1,US>MD>511,1
a756c24d6c4984,25792,40637565,1,US>CA>866,1
5f7e62c0607679,25792,59018650,1,US>VA>511,1
b643b002ceb4ca,25792,45108120,1,US>NY>555,1
2e25efaddc2687,25792,46099987,1,US>MN>613,1
3f46211c5a41b6,25792,50109208,3,US>NY>501,1
af7058e72c199f,25792,76075653,1,US>MA>506,2
63f6f66847340b,25792,57691084,1,US>NE>652,1
38b42780ef8a8e,25792,34228524,1,US>IL>602,1
889d3d435d30f4,25792,40839804,1,US>MN>613,1
1b151ececc43a0,25792,49822617,1,US>TX>623,1
2f831222401bbb,25792,30909247,1,US>CT>501,1
ac8a4f5d8de5eb,25792,3032136,1,US>NJ>501,1
9ce2cc15ed6036,25792,52164706,3,US>HI>744,2
80fbd4ffe74385,25792,67807244,3,US>GA>524,2
893480c5fd63df,25792,5857483,1,IN>19,1
c11e996d536476,25792,22913124,1,US>LA>622,1
660a70df82069d,25792,51770024,1,US>GA>507,1
5f9ffc7ae24bd2,25792,33784404,1,US>MA>506,1
737028abf42917,25792,55607133,1,US>NC>560,1
3d6e4ecb90d01d,25792,40336782,1,US>MN>676,1
2ed6e51b8ecb14,25792,54758687,1,US>NY>501,1
2fa77e86dcd2e7,25792,42936142,1,US>PA>577,1
f891bfd5c62e30,25792,48637370,1,US>CA>825,1
96639909e46b88,25792,35984541,1,US>FL>534,1
b79448c40c7963,25792,38611996,1,US>CA>807,1
b8d5fc41dcbdf0,25792,43785632,1,US>TX>641,1
71fa1c8d3c48a8,25792,63812462,3,BN>00,1
143c2fa268cfa0,25792,78241956,1,US>MD>511,1
80459b2ca4333e,25792,2525363,3,US>PA>504,1
ffc386fdc95c5e,25792,50560533,1,US>MA>506,1
383d3fbf7205dd,25792,58107892,1,US>MD>512,1
12612aeef8d250,25792,17021329,1,NL,1
c7bcd87b26cc96,25792,56142338,3,US>MA>521,1
59f58f4741562e,25792,4824619,1,US>CA>862,1
82d43eabec25b3,25792,21279157,1,US>NY>501,1
24977c66a87006,25792,13118735,1,CZ>52,1
fcfda69f308157,25792,35218907,1,US>WI>658,1
8f37b9a17742ce,25792,64337517,1,US>CO>751,2
11ee180bac50c3,25792,45213116,3,US>SC>519,1
25eac5a6a420e5,25792,47529744,3,US>AR>693,1
b7d7e72433118e,25792,79927353,1,US>NC>517,1
b1fdb2702007c4,25792,64370299,1,US>VA>511,1
bdf85edb60f8f0,25792,46759744,1,US>SC>517,1
79c705060d6ec1,25792,65466002,3,TH>40,1
432d8faddedf13,25792,61586443,1,US>WI>658,1
4cdea3dd88f1f7,25792,47435176,1,US>TX>623,2
34e694d4e5d89a,25792,58439346,3,US>WI>669,1
bec70e3ccd46b5,25792,65227989,1,US>OH>564,1
52496612d28d0e,25792,5989517,1,DK>17,1
50575ca8a92c15,25792,40086672,1,US>IL>648,1
2f5ef905440962,25792,43761834,3,TW>03,1
9d5bfd2234a5c7,25792,1994884,1,US>CO>751,1
b6d8ad2d6584b9,25792,47732714,3,US>AL>522,2
850cf055f56c18,25792,46319626,3,US>TX>709,1
48ccd0f3ad0489,25792,59282304,3,AU>02,1
1cd9b0b432342e,25792,7184561,1,US>IL>602,1
af8b491c32e8a1,25792,37017238,1,CA>AB,1
f9fff554fa38e8,25792,50462212,1,US>OH>515,1
cbe8125216f1c1,25792,86270373,3,US>CA>803,1
7bbace12f55205,25792,22221858,1,US>NE>652,1
683a6ec1fdc590,25792,41496900,1,VN>20,1
1f7038c32e3e33,25792,59745811,2,US>CA>803,1
ad9c6ed4ea448a,25792,50387065,1,US>CA>803,1
a211e2d1988d6c,25792,37153388,1,US>IL>610,1
4fad9b5e2f035a,25792,37421249,1,US>WA>819,1
380ef8488a331d,25792,50512398,1,US>FL>534,1
7996da7a6c2b8f,25792,38715464,1,US>CA>803,1
488b2c34716231,25792,49959788,1,US>VA>544,1
dfde5d1e409cd3,25792,73605432,1,US>MA>506,1
97a013efb55dff,25792,61728261,1,US>NM>790,1
6b124ebb6dfe24,25792,35816614,1,US>MA>506,2
787d2a622aa667,25792,83558657,1,US>MI>551,1
6ca822d60dcd56,25792,59432343,1,CA>QC,2
44110a9de1370e,25792,62870962,1,DO>05,2
770ecb261a3071,25792,38932089,1,US>PA>504,1
20471d3555d62d,25792,39379233,1,US>NY>514,1
79b25cceb78d37,25792,36604084,1,US>WI>658,1
347126806dac9f,25792,51256215,1,US>PA>577,1
418cf7690e5b20,25792,70636468,1,US>WA>820,1
f7086b4c1b1a52,25792,35130405,3,US>OH>510,1
ae4122d7872c20,25792,61328495,1,US>IA>637,1
7c599b828b3439,25792,3724489,1,US>NV>811,1
5ad15a945030d9,25792,62543636,2,US>ME>500,1
294fc96b2731c1,25792,52810658,1,US>IL>648,1
c820d9304287ef,25792,82802055,3,US>NJ>501,1
48601dfb5750aa,25792,38137237,1,US>TX>618,1
154fceac3a8f61,25792,32054683,1,US>IL>602,1
53baafefc536ac,25792,41922047,1,CA>ON,1
95db0fa14e1802,25792,36210839,1,KR>13,1
5d4097a81a0421,25792,22342782,1,US>NY>538,1
86c524b240f4b9,25792,42704163,1,US>IL>602,1
9c272da4dc0baa,25792,75298077,1,US>VA>511,1
f959f92f07dbb3,25792,34867922,1,US>ME>500,1
2ae5311027673b,25792,61069202,1,US>CA,1
288c16101d3b10,25792,3389511,3,TH>40,2
6bab6da32fae66,25792,41948304,1,US>CA>862,1
5af1d366d818e9,25792,53707867,3,US>TX>623,1
8ec88c6860344a,25792,47280261,1,DE,1
eb9580b96d2606,25792,18487906,1,US>MA>506,1
2b549a0e27588e,25792,63502320,1,IT>20,2
c0ebcf5e8138ef,25792,58203233,1,US>MO>616,1
9731f702fb1882,25792,26472547,3,US>CT>501,1
66b613982f7e4e,25792,35216256,1,US>VT>523,2
8fc4601c990867,25792,37317786,1,US>VT>523,1
63a1450b09a5a5,25792,60718399,1,CA>QC,1
3c4982dbfb53cb,25792,34189013,1,US>NY>501,2
f1e1fbf060400f,25792,40035906,1,US>NY>501,1
f68bfab9ca3949,25792,44289559,1,US>MD>512,1
96e096e558a832,25792,62592953,3,AU>04,1
e78528f10c93ab,25792,35906499,1,US>TX>623,1
28ec025d713e93,25792,34633841,1,US>NC>517,1
1ec4eeb612ced9,25792,27616414,1,TW>03,1
873579e9b204dd,25792,40757112,3,US>IA>682,1
d62967c99c9176,25792,44748064,1,US>NY>514,1
3ba90465067ed4,25792,59873734,3,US>CA>803,1
a088e00cfbd9f0,25792,81196799,3,US>OH>515,1
de706864e46135,25792,36860252,1,US>NJ>501,1
40beed945b21b8,25792,47726673,1,US>MD>512,1
9699dc4e5f7c30,25792,38369799,1,US>IL>602,2
675b2a614e20e5,25792,52767159,1,US>PA>577,1
ee6ba7cc45aae1,25792,77348563,1,US>MI>563,1
a0f2a1624506fe,25792,21518661,1,US>CT>533,1
a6bf2fbc7a7a29,25792,57017057,1,US>VA>544,1
579c947ee5ecff,25792,26769216,1,US>OH>535,1
17ef2557647755,25792,27704191,1,US>IL>602,1
3ac793627452f5,25792,51474508,1,US>VA>556,1
44a4bfbb4c4a95,25792,35016089,1,US>OH>515,1
a4381a0f456e10,25792,51497981,1,US>IN>529,1
6f9676d8b2d011,25792,35249956,1,US>AZ>753,1
4e8ae75245be61,25792,43772689,3,US>KY>529,1
bc8f81cee1fefa,25792,33492153,3,US>CO>751,2
2128463217b528,25792,36683768,1,CA>BC,1
2bd843f2e96285,25792,51176782,1,US>CA>807,1
ade84e0b2c8904,25792,46943714,1,US>UT>770,1
a8e64d0473b5f4,25792,44762559,2,IN>10,2
fdffebcea85f45,25792,85553568,1,US>NY>526,1
721556aae16160,25792,44141408,1,US>CO>751,1
5c0bdc01e30ffc,25792,41293021,1,US>DE>504,1
6f0443d37ebbde,25792,72660111,1,US>DE>504,1
524ac7767f8908,25792,47149263,1,US>PA>508,1
c023518e19ce25,25792,33493213,1,US>PA>508,1
25449ae223d279,25792,67569770,1,US>SD>725,1
61ae70976b7271,25792,43120388,1,US>VA>511,1
93d11a8affe86e,25792,40679140,1,US>IL>682,1
9b00e27141028a,25792,72196346,1,US>MI>505,1
bfbecd6a03ce15,25792,23854271,1,US>IN>527,1
d0093db7e0db9c,25792,54871522,1,US>IL>602,2
582bd54d64f4b4,25792,34598970,1,US>PA>577,1
ff92a3f5cf2f23,25792,57688244,1,US>NY>501,1
5b8a4950020e68,25792,78141412,1,US>GA>524,1
bf4cd5484c9538,25792,71644504,1,US>PA>504,1
b7a47cf00719b5,25792,59497361,1,US>AR>640,1
c7c4ae16d520c4,25792,6972943,1,IN>02,1
d635a16ea33551,25792,57033320,3,US>FL>534,2
6eca67b23ef700,25792,42255109,1,US>ID>757,1
620f778a1c963f,25792,37004077,1,US>NY>501,1
7bf06cb3e3dedf,25792,26965129,1,US>ME>500,1
e7b8a3caa0195f,25792,42190562,1,US>OH>535,1
4f3431b3271d79,25792,37005271,1,US>NH>506,1
410e0f1e6eb7cd,25792,57009492,1,US>MD>511,1
dd62d69c79193d,25792,21717759,1,US>VA>511,1
a5c7a90dcb50e5,25792,32045797,1,US>CT>533,1
16234093842605,25792,45635276,1,CO>34,2
96fe0edffd6165,25792,64810251,1,US>VA>511,1
9cccabb4a59ca5,25792,45949876,1,US>NJ>501,2
ee92d8a300f652,25792,47409574,3,US>UT>770,2
b26d7fd5cfa47a,25792,23718902,3,US>NH>506,1
88f43947b6aa8c,25792,4243480,3,US>ID>881,1
8bf6d4a8ce0299,25792,31206658,1,US>ME>500,1
bf09f7fd0015f7,25792,47864599,1,US>CA>855,1
90ec240856e564,25792,60635269,1,US>IL>609,1
28cc5e01a89409,25792,53205171,1,CA>BC,1
ad8d6ca61d8eca,25792,53575837,1,US>MN>613,1
3225407f272f24,25792,64129066,1,CA>BC,1
e77074cc5007e2,25792,57242999,3,US>CA>807,1
13a5f5a4cbc55d,25792,60772890,1,US>NY>501,1
99e4956fde384b,25792,59389483,1,US>WV>564,1
d294b8ae01c45c,25792,50684510,1,US>WA>819,1
f5988740face02,25792,51734943,1,US>IL>602,1
33ec1b08448c86,25792,45967697,3,US>NY>501,2
8f13f1c1cd1550,25792,49439375,1,US>AR>670,1
b94d712d539a28,25792,36211574,1,IN>16,2
e1ea0033816280,25792,76645545,1,US>NY>538,1
c2e18e11b035c9,25792,43295799,1,US>CO>751,1
8901bf076f2954,25792,84144325,1,US>IN>542,1
e4f24c78503d5b,25792,58758522,3,US>LA>716,1
487feffae2eca3,25792,59966873,1,US>CA>807,2
c90195d4088d16,25792,49504168,3,US>TX>618,2
1f83f816a169b7,25792,41281029,1,US>OR>801,1
