uuid,document_id,timestamp,platform,geo_location,traffic_source
f683700103d616,25792,31462548,1,US>NJ>501,1
7e9d6e62a5383d,25792,25498432,1,US>FL>561,1
512471c7bf227c,25792,51258461,1,US>NV>839,1
fc9d0ad1f3fc9f,25792,34826474,1,US>MI>540,1
fbd7b597fb04d4,25792,59848877,1,US>IN>527,1
ad39ea1bf4838e,25792,20762415,1,US>VA>511,1
d9a8b6eb54bce7,25792,51112131,1,US>TX>618,1
4d72cf6f3548ff,25792,41296631,1,US>CO,1
f70b75056a8d0d,25792,42124476,1,US>TX>641,1
93671b2b386c92,25792,32570877,1,US>NY>532,2
879de067d2b7e7,25792,19435886,3,US>NJ>501,1
bf61c5d8f9b188,25792,44552856,1,MX>09,2
65231008b73ec4,25792,60709524,3,US>UT>770,2
4db65aac84c487,25792,57900703,1,US>MA>506,1
83e8ff1f51f9c7,25792,45217993,1,US>IL>602,1
91aed0916095ba,25792,74481521,1,US>IN>527,1
246676004f24b5,25792,35918218,1,US>CA>862,1
8107d9ed9881a1,25792,64202460,1,US>ID>757,1
5cc6b3dcde93c4,25792,43180140,1,US>IL>602,2
86b4d3b47fa238,25792,31064093,1,US>OH>542,1
f876cbcfae89ec,25792,29864177,1,US>NY>532,1
ec697269157c85,25792,78446480,3,US>MI>505,1
7bff91738cc05c,25792,21003299,1,US>FL>534,1
77ac7d2ced9ac5,25792,84267160,1,US>CO>751,1
d4f2706b931d39,25792,34517239,1,US>NC>517,1
56c0d9a04ccd2f,25792,70865796,3,US>OR>813,2
e601050e88af38,25792,56894705,1,US>NY,1
dc7b2e435c78ec,25792,2829938,1,US>IL>610,1
f08051b1a88210,25792,44842070,1,US>IN>588,1
3d2336c0ff0075,25792,59663738,1,US>MI>540,1
fd4355b27edd03,25792,16306056,1,US>MA>506,1
93fc7fa0821b92,25792,48299538,1,US>TX>635,1
c16fbdf98d77cf,25792,31146715,1,US>CA>803,1
3f5b84f1f79181,25792,24166207,1,US>OH>515,2
24abf17fa078cc,25792,26920860,3,AU>08,1
483b8972afe8ca,25792,55791556,3,BR>27,2
c7cb6e89e06550,25792,34101683,1,US>IL>602,1
49c1ebef76e673,25792,43590541,1,US>WV>559,1
476e9ed59e2014,25792,32814282,1,US>NY>501,2
7ebff672e515a6,25792,60567910,1,US>NY>526,1
c2f6e6126c0090,25792,39027803,1,US>FL>534,1
edfaf9e217f30b,25792,38343048,2,UA>17,1
95c1f3e4d4565d,25792,66932703,3,AU>05,1
9032438c81c496,25792,24814288,1,US>NC>560,1
