uuid,document_id,timestamp,platform,geo_location,traffic_source
85b69079dad361,25792,68091332,1,US>OH>542,2
a4151139bd3847,25792,39989156,1,US>GA>524,1
6e29174e975b8d,25792,54396315,1,US>MO>604,1
57b64bedf03636,25792,51353099,1,US>DC>511,1
10c19048f911fc,25792,63679486,1,US>NY>501,1
fe39ce18e86c80,25792,80041078,1,US>TX>623,1
fdcb98f173b855,25792,40792548,3,TH>60,1
97f7140555d36c,25792,38081814,3,US>ID>757,1
e70baf4aef59a1,25792,41693164,1,US>VA>511,1
20c0fc34830009,25792,78722061,1,US>OK>671,1
cfe790fc21ac1b,25792,68421805,1,AU>07,1
19f314bd43cd1c,25792,52776050,1,US>AZ>789,1
2a3b145e23d1f9,25792,43273578,3,US>NC>567,1
7770c4c6da4d5f,25792,48930959,3,US>VA>511,1
19fa00a308e646,25792,34680853,1,US>CA>803,1
7e99af0a867e71,25792,47266093,1,US>CT>533,1
b6367def10fe04,25792,32194210,3,BB>08,1
9f737af913b9ec,25792,65353353,1,US>CA>825,1
88e1d902d4ab51,25792,36567219,1,GB>B6,1
bb0f5b18dc79ba,25792,59356229,1,US>VA>511,1
6c1b7917ec2707,25792,60180009,1,US>MO>616,1
4af258462390ac,25792,31937667,1,US>TX>623,1
e26efc2df2d12e,25792,37191304,3,US>WI>617,2
9cff4299a1df57,25792,29571105,1,US>IA>679,1
fe4be9d1d9d78f,25792,17998804,3,US>HI>744,1
7e35382e4ba56a,25792,37406167,1,US>OH>510,1
6a06e63cafcc70,25792,1343829,1,US>CA>803,1
e771d0e63dd01c,25792,36360506,1,US>FL>561,1
30a5e2b950a170,25792,37573778,1,US>NY>501,1
cb3455fc192688,25792,977340,1,IN>25,1
af64b04e3a6c3d,25792,76470309,1,US>CO>751,1
3233063c166f59,25792,23572200,1,US>OH>510,1
308f9ed20e472d,25792,29864413,1,CA>AB,1
faf848f776f21c,25792,81304593,1,US>WA>819,1
cfaa130c247d7d,25792,35856335,1,US>CA>825,1
6831085b511fee,25792,47684065,1,US>KS>678,1
fb94da0e6db484,25792,49558724,1,US>AZ>753,1
da9c4e9125894c,25792,47282573,1,US>MD>511,2
3da5f6fea96a6e,25792,55483418,1,US>NY>501,1
7c29e35ff3194f,25792,37338671,1,US>GA>507,1
db2458f669dc24,25792,35240385,1,US>RI>521,1
f51c3f9084d812,25792,7563996,1,US>CO>751,1
