uuid,document_id,timestamp,platform,geo_location,traffic_source
1fd5f051fba643,120,31905835,1,RS,2
8557aa9004be3b,120,32053104,1,VN>44,2
c351b277a358f0,120,54013023,1,KR>12,1
8205775c5387f9,120,44196592,1,IN>16,2
9cb0ccd8458371,120,65817371,1,US>CA>807,2
2aa611f32875c7,120,71495491,1,CA>ON,2
f55a6eaf2b34ab,120,73309199,1,BR>27,2
cc01b582c8cbff,120,50033577,1,CA>BC,2
6c802978b8dd4d,120,66590306,1,CA>ON,2
f4e423314303ff,120,48314254,1,US>LA>622,1
3937372ca2709b,120,24360074,1,NO,2
31f8d101c6a851,120,13847456,1,PH>D9,2
67606983fe1acf,984,82129416,2,US>OK>671,2
3f9d5b09ac4a0a,984,82583638,2,US,2
3dd8a359aa8699,984,59439284,2,US>MD>511,2
95e966c81b9316,984,983791,3,US>AL>698,2
483cf1feb3e47c,984,17944009,2,US>MI>505,1
f7baf0caf201ca,984,37096677,2,CA>AB,2
7a408fe90c02b3,984,30457643,1,PH,1
9ee2877617838a,984,86093121,3,US>MN>613,2
169ef864976827,984,66689335,2,US>MA>506,2
39cb940573224b,984,79313838,2,SA,3
a07557a2f6fc59,984,36121278,2,SA>10,3
25e2bd3bbce7af,984,74761203,3,SA>14,3
4f3c089336ab0d,984,7089581,2,US>FL>534,1
fc71e1dfc0ad61,984,84256324,1,PH>D9,3
a5f33d8cc582a0,1253,27358149,1,US>MD>512,2
299a24f6db003a,1253,57181539,2,ID>04,2
be5a78a9e86220,1253,40957699,1,US>FL>528,2
512aaf505db8e1,1253,64588114,2,SG>00,2
9246643d8f8412,1253,25973305,1,DE,1
100353777c2d4b,1253,82913989,2,PH>33,2
ec88518456548f,1253,60162766,1,CO>26,1
2903e4bba8bf73,1253,25895643,1,IN>16,2
9001fb46d32919,1253,50935597,2,FR>A8,2
1a4593a7ba4c78,1253,17404707,1,SA>14,2
349e28191c7288,1253,36938230,1,DE>07,1
ee74556ef20831,1253,47806071,2,US>TX>623,1
9b0282495c6fbb,1253,12278175,1,SK>03,1
89084a43b06de7,1253,1577020,2,IN>16,1
bba110370d7a57,1949,46195324,1,US>MS>673,2
33df12c63d8194,1949,5710075,1,US>TX,1
720aeb1a43f241,1949,69383655,1,US>CO>751,2
8809ebc92b63fd,1949,49514716,1,NL>11,2
9342e11e5cacfb,1949,10542163,3,US>CA>803,1
b9b4c3eae4cdbf,1949,65873681,1,CA>ON,2
465fa0b07a733a,1949,41840590,3,CA>QC,2
ad8952130770ec,1949,79076994,1,US>KY>529,1
dd617161ce820c,1949,41147958,3,US>LA>622,2
7d2a1cb8ea6501,1949,31449654,1,US>VA>544,1
ea9fbeb9c66622,1949,18986917,1,ZA,2
f87971bba1deba,1949,53952212,1,US>CA>807,1
a44b5fcf50c593,1949,63449396,1,CA>ON,1
969db94628de9f,1949,33581218,3,US>MI>505,2
130f7790c1ebd5,1949,15703552,1,GB>H9,2
bad3b87a97e38c,1949,50114855,1,US>IL>602,1
bafa6e5d9da81e,1949,40425316,1,US>NM>790,2
2c94c97d5c5a17,2258,65663607,2,GB>Y3,1
f7d4e32ae6ce2f,2258,58094964,1,US>KY>632,1
fa76b19bda9815,2258,18480568,2,ZA>06,1
c0a92b08ace701,2258,13306256,2,US>CA>862,2
bf343c383f8d5a,2258,40622708,1,US>MN>613,1
4fc651b71755fd,2258,65561053,1,US>IL>602,2
234ab8db407c7e,2258,82957778,2,US>NY>501,2
4e11894106a45c,2258,53573397,2,US>TX>692,2
5e77adbaadcc76,2258,30141814,2,US,1
394b2182067728,2258,39246046,2,US>TX>623,2
ac0997bf95eebe,2258,23351509,2,US>MI>505,1
6bda48bfa4ab58,2258,72737784,2,US>AZ>789,2
b24c7e75cb432b,2258,78696927,2,US>MO>603,2
f7640b90422cee,2258,11704591,2,US,2
47891d712f6f32,2258,73862329,2,ZA,2
95600df8974e75,2258,79591143,1,US>IN>527,2
f82a8f63aec4cf,2258,63515478,2,CA>BC,2
603a96fe14c488,2258,30884287,2,US>IA>637,1
4b5d8ed4d073a0,2258,51951532,1,ES>60,2
df4662d772805d,2258,57193200,1,US>OH>510,2
d388e4f49ec4e0,2258,19357819,3,AU>05,2
5bc20819d66751,2258,53464002,1,US,2
ae4d53ccd11a44,2258,47444717,1,US>MO>632,2
23c5bf8293dc91,2258,36126783,2,US>OH>542,2
ffc2a70643a1c9,2258,62446281,2,US>MI>505,2
38717907cce884,2258,72164923,2,NZ>F1,1
d561135ba017e9,2258,55196848,1,US>VA>573,1
bddd2a4176f448,2258,47490113,1,US>FL>686,1
2a7f8e490e5c60,2258,80307711,2,US>MN>737,1
923d13e2eeab11,2258,15806268,1,ZA>06,2
ad644f648ad444,2258,47348123,1,US>CA>807,2
cc03519a5ce3cf,2258,48835440,2,JM>04,1
b49b22c6f6284f,2258,3365319,2,US>GA>524,2
34d5651463b10c,2258,25846625,2,US>NJ>501,2
4dc893d95a12ee,2258,83793781,2,US>NV>811,2
e3bdb6a27a0ca5,2258,66456697,3,US,2
fe563cda99e0d0,2258,5022207,2,US>MA>521,2
bba24972c5a3c0,2258,64765174,2,US,1
25ebed0e9914ee,2412,63054222,1,CA>ON,1
ede469a9f38d56,2412,11238671,1,JP>19,1
d23381411f3e1e,2412,29363201,2,US>TX>623,1
7b46e1a548a43c,2412,77435649,2,US>NJ>504,1
228d7c5933a096,3029,32489083,3,US,1
7c81c60610dd78,3029,70568163,2,US>MA>543,1
f3602d32696c89,3029,83912583,2,US>OH>515,1
81c7eb3e4a3d58,3029,64643826,1,US>NJ>504,2
dc6b81d61723bf,3029,48636701,1,US>DC>511,2
3343e443c734ec,3029,53656,2,US>LA>642,2
b7df3d0207516d,3029,37856409,2,US>GA>524,2
4753020cb8641f,3029,34122275,3,US>NM>790,2
498bc18461fbe6,3464,53442868,2,US,2
8fde19c27199eb,3464,53076986,1,US>GA>524,1
ea4512e12b47ab,3464,45853752,1,US>PA>508,2
81f38af9e67f5d,3464,56053883,2,US>NJ>501,2
98c9df9baf5530,3464,63401958,2,US>GA>524,2
55e501ba7a9806,3464,532254,3,US>NY>501,1
fc0c6a45cca0e1,3464,9417995,1,CA>BC,1
e7ba2bc29a84b0,3464,74404207,3,US>CO>751,2
dec626adbb9f75,3464,23039257,1,CZ>52,1
496ec4e77f77f2,3464,43950791,2,IT>07,1
d69881640afcf6,3689,24959124,1,US>CA>803,2
dee96bff026ed2,3689,72938343,1,US>WI>617,2
d14a8410d73ec8,3689,85841790,2,US>CO>751,3
898743e6e217b7,3689,83714309,3,AU>05,2
a6b8f9370ad727,3689,66254529,1,US>TX>618,1
a22c5f0a194cf9,3689,31940647,3,US>VA>573,1
a0e29083ab3914,3689,33227732,2,IN>16,1
1a138d8a13e702,4491,86103850,2,US>OR>820,2
6d6fe2a28f6ce9,4491,504304,1,AU>04,2
f03a1bb9befd45,4491,84408525,3,US>DE>504,1
ffcd914126cfff,4491,75679924,2,US>MI>505,2
92fbef7f0e5c2b,4491,48298892,1,US>WI>617,2
cc0a6a7bddf094,4491,52476002,2,US>CT>533,1
c6e8e33aca7275,4491,28552731,1,US>MI,1
b327a44bed2608,4491,41956744,2,US>GA>524,2
922aef16ef3ddb,4491,20521587,1,US>NJ>501,2
af219ece178670,4491,7625575,3,US>CA>807,2
c9b490faf279fc,4491,10192213,2,US>OR>820,2
9be56185818508,4491,52004997,3,US>CT>533,2
3df774ffdb54b1,4491,52125539,3,CA>MB,2
c9be30e9883bf7,4491,28219645,3,US>MN>613,2
5669412a420612,4491,32414042,1,US>NC>518,2
d9f0632b2138dc,4491,68402280,3,US>ME>500,2
